115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138
5.52,12.46,3.96,8.78,4.41,3.57,12.62,5.75,8.26,9.19,4.47,2.81,5.13,4.91,2.23,2.55,2.79,4.36,3.56,4.36,3.42,12.26,1.9,4.93
5.6,12.3,3.99,8.86,6.02,3.8,12.99,5.55,8.14,9.93,4.18,2.93,7.23,6.69,2.35,2.54,2.88,4.46,3.48,4.46,3.37,11.76,1.94,5.81
5.7,12.36,3.95,8.85,6.75,3.69,12.97,6.06,8.16,10.44,5.02,2.99,8.45,6.96,2.37,2.61,2.98,4.56,3.61,4.56,3.44,11.77,2.0,7.25
5.53,12.08,3.89,9.18,7.25,3.67,14.04,6.38,8.02,10.36,5.82,2.99,7.47,6.43,2.37,2.65,2.98,4.49,3.62,4.48,3.36,11.82,1.94,9.29
5.71,12.44,4.01,9.11,5.99,3.67,13.26,7.21,8.14,10.98,5.49,3.0,5.87,5.28,2.77,2.51,3.04,4.59,3.64,4.59,3.35,11.86,1.96,8.11
5.95,12.64,3.96,9.18,6.55,3.6,14.02,7.24,8.47,11.61,5.42,3.14,5.13,4.66,3.12,2.45,3.1,4.61,3.78,4.61,3.31,11.79,1.95,9.23
5.68,13.2,3.96,8.94,5.82,3.61,13.86,6.58,8.03,11.2,7.04,3.04,4.93,4.64,3.79,2.44,2.93,4.62,3.62,4.62,3.23,11.19,1.96,6.28
5.78,12.19,3.87,8.56,4.87,3.5,14.67,6.95,8.43,11.91,6.98,3.14,4.52,4.07,3.8,2.42,3.03,4.5,3.74,4.5,3.25,11.74,1.98,3.52
5.8,12.24,3.93,8.72,4.04,3.56,14.1,6.7,8.22,11.26,5.4,3.22,4.38,4.1,3.76,2.45,3.01,4.51,3.67,4.51,3.56,11.92,2.03,3.21
5.52,12.01,3.91,8.81,3.55,3.5,13.71,6.48,8.21,10.04,3.85,3.03,4.51,3.95,3.7,2.38,2.94,4.44,3.45,4.44,3.68,11.62,1.95,3.32
5.49,11.77,3.99,8.83,2.87,3.44,15.88,6.84,7.96,11.33,3.76,3.1,4.29,3.91,3.96,2.5,2.89,4.07,3.56,4.07,3.81,11.56,2.08,2.71
5.53,12.33,4.04,8.76,3.75,3.36,18.17,7.21,8.98,14.95,2.95,3.21,6.05,4.89,4.53,2.41,3.13,4.42,3.6,4.42,3.83,13.16,2.12,4.12
5.49,12.52,3.96,9.14,4.41,3.51,19.16,7.36,8.87,15.08,3.1,3.23,6.72,4.87,3.17,2.49,2.89,4.41,3.34,4.41,3.85,11.86,1.85,6.32
5.61,12.88,3.95,9.47,4.3,3.29,18.72,7.82,8.37,12.98,2.58,3.18,6.31,4.61,3.17,2.52,2.88,4.45,3.46,4.45,3.9,11.56,1.92,6.94
5.76,13.44,4.16,9.87,4.97,3.4,18.47,7.99,9.37,14.64,3.94,3.12,6.46,5.31,4.12,2.67,3.39,4.91,3.6,4.79,4.01,11.56,1.81,8.59
6.45,14.26,4.64,10.53,5.29,3.48,19.26,8.25,9.16,13.63,6.07,3.57,7.77,6.71,4.01,2.99,3.86,4.88,3.75,4.88,4.1,11.56,1.91,6.9
6.73,15.36,4.57,10.34,5.87,3.38,18.37,8.16,9.18,13.32,7.29,3.84,8.62,6.86,4.06,3.14,3.68,4.76,3.82,4.76,4.13,11.56,1.86,6.42
7.06,15.45,4.57,10.38,6.18,3.39,17.88,7.96,10.09,13.73,7.32,4.05,8.85,6.87,3.82,3.13,3.98,4.78,3.75,4.78,4.08,11.56,1.84,3.4
9.2,13.81,4.54,10.11,3.74,3.72,17.92,8.13,9.13,13.15,6.34,4.1,8.53,6.97,3.06,3.11,3.99,4.86,3.58,4.86,4.21,13.54,1.91,2.62
7.61,16.65,4.65,9.97,3.72,3.16,18.62,8.06,9.99,15.24,4.01,3.89,7.27,6.83,3.5,3.03,4.23,4.86,3.59,4.86,5.34,13.54,1.83,5.3
9.17,21.03,4.9,10.48,3.26,3.04,20.93,8.15,10.81,18.08,4.68,3.83,7.33,7.14,3.5,3.12,4.46,4.8,3.75,4.8,6.55,13.54,2.0,6.06
11.34,22.62,5.03,10.73,5.04,2.84,20.49,8.03,11.22,21.76,3.6,3.8,7.47,7.17,3.49,3.17,4.0,4.7,3.71,4.7,7.53,13.54,1.98,8.7
11.01,22.59,4.92,11.23,6.62,3.04,21.94,8.35,11.97,22.72,4.05,3.89,7.39,7.35,3.6,3.38,3.9,4.93,3.64,4.94,7.74,10.9,1.8,7.07
11.29,23.0,5.19,11.69,6.61,3.36,24.49,9.34,12.17,21.96,4.11,3.86,7.52,7.9,3.36,3.47,4.13,4.93,3.76,4.91,7.7,14.39,1.84,5.93
11.12,22.03,5.48,12.45,6.98,3.08,23.35,8.34,12.8,20.15,4.68,3.75,7.7,7.87,3.48,3.11,3.74,4.93,3.44,4.76,7.46,14.39,1.73,6.7
10.29,21.43,5.56,12.5,5.74,3.01,23.48,8.3,12.99,17.27,5.61,3.81,7.65,7.73,3.35,3.07,3.37,4.93,3.4,4.95,7.11,14.39,1.75,5.99
9.97,21.25,5.62,12.67,4.77,3.13,23.7,8.37,11.12,19.45,5.42,3.89,7.61,7.9,3.32,3.17,3.64,4.93,3.63,4.7,7.49,14.39,1.77,4.64
9.88,20.87,5.85,13.56,4.99,3.41,23.59,8.33,11.99,19.78,6.13,3.93,7.53,7.87,3.45,3.19,3.64,4.93,3.69,5.07,7.57,14.39,1.72,5.35
9.9,20.79,6.02,13.41,4.82,3.56,23.81,8.44,12.99,18.44,4.99,4.02,7.56,7.79,3.7,3.57,3.8,4.93,3.62,4.97,7.57,14.39,1.98,4.98
9.41,19.98,5.99,13.92,3.26,3.66,24.48,8.27,12.26,19.6,4.31,4.1,7.34,7.82,3.38,3.74,4.2,4.93,3.88,5.02,7.66,14.39,1.89,5.54
9.14,19.25,6.35,14.26,3.47,4.14,24.26,9.27,12.81,16.1,3.08,4.08,7.53,7.57,3.77,4.15,4.03,4.93,3.89,5.07,7.64,14.39,1.78,6.94
8.95,19.09,6.96,15.13,3.99,5.1,23.99,9.84,12.99,16.79,2.99,4.06,7.41,7.55,3.66,4.24,4.25,4.93,4.09,5.17,7.72,14.39,1.75,5.49
9.19,20.48,7.57,16.7,5.05,5.89,24.69,10.42,11.96,17.26,4.57,4.52,8.16,7.81,4.49,4.38,4.45,4.93,4.47,6.12,7.96,14.39,1.92,7.78
9.05,20.34,7.78,17.99,5.67,6.26,28.03,13.02,12.62,17.79,4.44,4.5,7.61,7.42,4.24,4.21,4.52,4.93,4.24,6.05,8.23,13.55,1.69,10.23
8.77,19.37,7.71,18.07,5.79,6.53,24.69,12.31,12.97,17.28,4.91,4.4,7.69,7.67,4.32,4.26,4.04,4.93,4.27,6.15,8.47,13.55,1.92,10.52
8.06,17.31,7.76,18.29,4.32,6.63,24.93,11.56,12.8,18.01,4.53,4.07,7.13,7.01,4.02,4.3,3.6,4.93,4.04,5.69,8.55,13.55,1.92,8.86
7.84,16.8,7.86,18.89,5.34,7.39,24.46,10.84,12.99,16.67,4.58,4.4,7.05,7.08,4.51,4.54,3.62,4.93,3.93,5.66,8.69,13.55,1.92,10.57
7.81,16.99,8.11,18.84,7.63,7.76,25.05,10.07,12.99,16.97,4.66,4.53,7.5,7.69,3.83,4.52,3.85,4.93,4.04,5.63,8.83,13.19,1.91,10.45
7.58,17.65,7.95,18.6,7.86,7.43,26.05,9.06,13.26,18.06,5.54,4.66,7.71,7.71,4.2,4.52,4.21,4.93,4.26,5.76,9.82,12.38,1.82,12.54
7.99,17.86,7.88,18.29,9.5,7.63,26.58,11.08,14.33,16.58,6.11,4.92,7.95,7.9,4.71,4.69,4.58,4.93,4.26,6.26,10.26,14.1,2.01,14.84
8.18,17.72,7.85,18.38,8.72,7.71,27.21,11.38,13.79,17.16,8.49,5.4,8.15,8.0,5.03,4.51,4.86,4.93,4.44,6.6,10.49,15.4,2.03,10.33
7.8,17.57,7.85,18.3,7.87,7.77,27.69,11.22,14.23,17.54,7.89,5.51,8.44,7.85,5.06,4.51,5.39,4.93,4.62,6.9,10.57,15.88,2.08,10.97
7.75,17.57,7.84,18.08,6.63,7.74,28.01,11.24,15.13,18.32,6.91,5.65,8.9,7.37,4.83,4.81,7.1,4.93,4.84,7.44,10.07,16.5,2.1,7.14
7.77,17.43,7.64,17.68,5.37,7.54,28.18,12.27,15.77,16.99,6.67,5.88,8.46,6.84,4.82,4.62,7.28,4.93,4.99,7.5,9.22,17.73,2.11,5.9
7.87,17.64,7.54,17.03,5.74,7.41,27.66,12.34,15.55,17.07,8.07,6.14,8.38,6.53,5.15,4.21,5.99,4.93,4.95,7.42,8.96,19.36,2.17,6.53
7.87,17.46,7.49,17.17,7.63,7.4,29.36,12.49,15.1,16.98,8.84,6.02,8.51,6.18,5.91,4.28,5.76,4.93,4.87,7.34,8.75,19.64,2.28,7.26
8.13,17.59,7.54,17.34,7.58,7.32,27.96,12.99,15.81,17.16,11.53,6.02,8.34,5.79,5.45,4.09,4.9,4.93,4.85,7.4,8.56,20.29,2.29,9.01
8.32,18.55,7.87,18.16,7.84,7.54,27.49,13.35,15.78,17.11,12.1,6.18,8.65,6.54,5.77,4.23,4.83,4.93,5.02,7.39,8.7,19.95,2.31,11.25
8.96,21.38,7.96,18.32,9.55,7.7,25.71,13.28,15.67,18.82,8.01,6.08,9.71,6.94,5.55,4.31,4.72,4.93,5.1,7.57,8.83,20.03,2.3,10.6
9.44,20.75,8.01,17.93,8.19,7.43,27.58,13.78,15.83,19.7,7.07,6.07,9.59,7.02,5.58,4.3,4.93,4.93,5.19,7.68,8.41,20.22,2.3,8.98
9.04,19.39,7.46,17.91,5.41,7.1,22.67,11.82,12.52,16.64,4.94,5.64,9.03,6.84,5.15,4.46,4.65,4.93,5.28,7.54,7.65,15.79,2.35,8.46
9.17,19.99,7.8,17.61,7.77,7.07,26.49,12.05,13.78,19.34,5.81,5.77,9.73,7.11,5.42,3.97,5.14,4.93,5.04,7.62,7.49,18.37,2.29,9.63
9.17,19.87,8.13,17.93,7.1,6.79,26.06,10.96,14.46,17.02,5.96,5.83,9.6,6.94,5.23,3.96,5.34,4.93,5.06,7.72,6.5,18.25,2.39,11.28
8.9,19.44,8.33,18.72,7.02,6.59,23.95,11.31,13.99,16.97,6.5,5.67,8.81,6.38,5.76,3.73,4.83,4.93,4.85,7.5,5.83,18.21,2.38,9.78
9.03,19.23,8.32,18.2,7.09,6.4,24.37,10.34,14.76,16.99,5.66,5.23,8.11,6.56,5.43,3.76,4.63,4.93,5.03,7.54,5.65,17.64,2.44,9.67
8.95,19.0,8.27,18.03,5.89,6.53,24.6,8.8,14.6,17.27,5.6,5.41,7.44,6.73,5.28,3.56,4.91,4.93,4.86,7.82,5.68,17.39,2.45,8.93
9.74,20.35,8.36,18.45,5.11,6.43,23.11,9.34,14.14,16.91,4.99,5.47,6.84,6.73,4.82,3.3,4.84,4.93,4.94,7.76,5.65,17.17,2.49,10.3
10.24,21.29,8.43,18.7,6.18,6.35,22.95,9.25,13.79,17.69,5.27,5.55,6.72,6.73,4.98,3.37,4.48,4.93,4.72,7.35,5.61,14.73,2.47,10.27
10.43,22.28,8.54,19.14,6.92,6.22,22.95,9.25,13.79,17.69,7.9,5.15,6.53,6.53,4.95,3.33,4.29,4.93,4.88,7.34,5.93,14.87,2.41,9.12
9.47,21.01,8.54,17.63,7.45,5.53,22.95,9.25,13.79,17.69,7.43,3.83,5.18,6.4,2.8,3.23,3.41,4.93,4.76,6.72,6.0,13.35,1.69,6.83
